method,taxon_key,vote_count,conflict_vote_count,direction_counts_json,direction_evaluations_json,selected_direction,signal_classification,minimum_support,maximum_opposition,policy_hash,method_display_name,voting_unit,taxon_key_policy,comparison_policy,scope_policy
vu_row__taxon_resolved_target__comparison_separate_votes,Rothia,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; resolved target taxon; comparison-specific votes,row,resolved_target,separate_votes,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_resolved_target__comparison_separate_votes,Ruminococcus 2,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; resolved target taxon; comparison-specific votes,row,resolved_target,separate_votes,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_resolved_target__comparison_separate_votes,Sarcina,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; resolved target taxon; comparison-specific votes,row,resolved_target,separate_votes,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_resolved_target__comparison_separate_votes,Selenomonas,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; resolved target taxon; comparison-specific votes,row,resolved_target,separate_votes,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_resolved_target__comparison_separate_votes,Streptococcus,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; resolved target taxon; comparison-specific votes,row,resolved_target,separate_votes,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_resolved_target__comparison_separate_votes,Turicibacter,2,0,"{""decreased_in_hcc"":2,""increased_in_hcc"":0}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":true,""support"":2},""increased_in_hcc"":{""conflicts"":0,""opposition"":2,""passes"":false,""support"":0}}",decreased_in_hcc,retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; resolved target taxon; comparison-specific votes,row,resolved_target,separate_votes,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_resolved_target__comparison_separate_votes,Veillonella,3,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":3}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":3,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":true,""support"":3}}",increased_in_hcc,retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; resolved target taxon; comparison-specific votes,row,resolved_target,separate_votes,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Acidaminococcus,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Acinetobacter,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Actinomyces,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Alloprevotella,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Anaerostipes,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Anaerotruncus,2,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":1},""increased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Atopobium,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Blautia,2,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":2}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":2,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":true,""support"":2}}",increased_in_hcc,retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Butyricimonas,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Cetobacterium,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Cloacibacillus,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Clostridium XIVa,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Coprobacillus,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Desulfococcus,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Enterobacter,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Enterococcus,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Eubacterium,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Eubacterium ventriosum group,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Fusobacterium,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Gemmiger,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Haemophilus,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Holdemania,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Lachnospira,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Lachnospiraceae UCG-001,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1},""increased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Lactobacillus,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Lactococcus,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
vu_row__taxon_source_label__comparison_family_state,Leptotrichia,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}","{""decreased_in_hcc"":{""conflicts"":0,""opposition"":1,""passes"":false,""support"":0},""increased_in_hcc"":{""conflicts"":0,""opposition"":0,""passes"":false,""support"":1}}",,not_retained,2,0,be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090,row; source label; family-state collapse,row,source_label,family_state,primary_comparisons_and_primary_evidence_tiers
